Site,Platform,ElementType,Label,Description,ByType,By
All,All,Link,AlaCarta_ConfirmDetail3.0,confirm build your own detail link,xpath,"//button[@class='bundle-detail-build-button']"
All,All,Link,Basic_Detail_header,bundle basic detail header,xpath,"//div[@class='full-page-modal-wrapper bundle-detail enable-1']//span[@class='full-page-modal-title']"
All,All,Link,Featured_Detail_header,bundle featured detail header,xpath,"//div[@class='full-page-modal-wrapper bundle-detail enable-3']//span[@class='full-page-modal-title']"
All,All,Link,Premium_Detail_header,bundle premium detail header,xpath,"//div[@class='full-page-modal-wrapper bundle-detail enable-4']//span[@class='full-page-modal-title']"
All,All,Link,ALaCarta_Detail_header,build your own detail header,xpath,"//div[@class='full-page-modal-wrapper bundle-detail-build-own']//span[@class='full-page-modal-title']"
All,All,Button,post_btnCloseBundleDetail,close button to close bundle detail for all bundle,xpath,"//div[contains(@class,'full-page-modal-wrapper bundle-detail') and not(contains(@class,'hidden'))]//span[@class='full-page-modal-close-text']"
All,All,TextField,postAd_txfPostSuccess,non-IF ads post success message,xpath,"//span[@class='your-ad-posted']"
All,portrait,Button,postAd_btnContinuetoDetails,button to continue to details,xpath,"//div[contains(@class,'go-to-step-two')]//span[@class='sudolink']"
All,portrait,Button,postAd_btnGotoStepOne,button to go to step one on mobile,xpath,"//div[@class='post-ad-page step-two']//span[@class='step-one go-to-step-one']"
All,portrait,Button,postAd_btnGotoStepTwo,button to go to step two on mobile,xpath,"//div[@class='post-ad-page step-one']//span[@class='step-two go-to-step-two']"
All,portrait,TextField,postAd_txfSwipeUploadTip,text to swipe and upload image tip on mobile after upload one image,xpath,"//div[@class='swipe-upload']/span"
All,portrait,Button,postAd_btnPromotePayLater,button on mobile to pay for feature later,xpath,"//div[@class='mobile-checkout']//a[@class='cancel-link' and (text()='Paga Después' or text()='Pay Later')]"
All,landscape,Button,postAd_btnPromotePayLater,button on mobile to pay for feature later,xpath,"//div[@class='desktop-checkout']//a[@class='cancel-link' and (text()='Paga Después' or text()='Pay Later')]"
All,All,Button,postAd_btnPromotePayLater3.0,button on mobile to pay for feature later,xpath,"//div[@class='if-promote-area']//a"
All,portrait,Button,postAd_descriptionDone,button on description,xpath,"//span[@class='done-button-context']"
All,portrait,Button,postAd_descriptionBack,back button on description,xpath,"//*[@class='desc-editor-back']/i"
All,portrait,Label,postAd_imgUploadImgSwiper,the carousel upload image on mobile,xpath,"//span[@class='swiper-pagination-bullet']"
All,landscape,Link,PostStepOneBackIcon,back icon on post step one page,xpath,"//div[@class='header-back']//span[@class='icon-back-other']"
All,landscape,TextField,PostStepOneBackText,back text on post step one page,xpath,"//div[@class='header-back']//span[@class='text-back']"
All,portrait,Link,PostStepOneBackIcon,back icon on post step one page,xpath,"//a[@class='mobile-only icon-arrow-icon-left']"
All,All,Button,postAd_btnConfirmBack,confirm to back to previous page,xpath,"//div[@class='error-info-overlay']//div[@class='btn-wrapper']/div"
All,All,Button,postAd_btnCancelBackText,cancel text back to previous page,xpath,"//div[@class='error-info-overlay']//span[@class='close-text']"
All,All,Label,postAd_imgCancelBackIcon,cancel icon to back to previous page,xpath,"//div[@class='error-info-overlay']//span[@class='icon-close-small']"
All,All,TextField,postAd_txfBackOverlayTitle,the title on the overlay when back to previous page,xpath,"//div[@class='error-info-overlay']//div[@class='error-overlay-modal']//h1"
All,All,TextField,postAd_txfBackOverlayContent,the content on the overlay when back to previous page,xpath,"//div[@class='error-info-overlay']//div[@class='error-overlay-modal']//div[@class='error-content-info']"
All,All,TextField,postAd_Location1stAutoComplete,the first auto complete location in change location modal,xpath,"//div[contains(@class,'autocompleteList')]/div[@class='pac-item'][1]/span[3]"
All,All,Label,postAd_lblPromoteSelectAll,select all features on post ad payment page,xpath,"//span[text()='Seleccionar todo']"
All,All,Label,postAd_lblPromoteDeselectAll,deselect all features on post ad payment page,xpath,"//span[text()='Desmarcar todo']"
All,All,Label,postAd_pnlLocationAttention,the location attention message in p,xpath,"//div[@class='map-instruction validation-error']"
All,All,Label,postAd_pnlMapNew,the map label in post ads page with new map flag,xpath,"//div[@class='wrapper-no-location no-overlay']"
All,landscape,Label,postAd_pnlMapdescription,the map description label on the map in post ads page,xpath,"//div[@class='map-form']//div[@class='description']/span[@class='desktop']"
All,portrait,Label,postAd_pnlMapdescription,the map description label on the map in post ads page,xpath,"//div[@class='map-form']//div[@class='description']/span[@class='mobile']"
All,landscape,Label,postAd_pnlMapTips,the map tips label on the map overlay when no location,xpath,"//div[@class='wrapper-no-location overlay']/div[@class='message desktop']/P[2]"
All,portrait,Label,postAd_pnlMapTips,the map tips label on the map overlay when no location,xpath,"//div[@class='wrapper-no-location overlay']/div[@class='message mobile']/P[2]"
All,All,Button,postAd_btnPromoteUrgent,promote urgent,xpath,"//span[@name='urgent' and contains(@class,'checkbox')]"
All,All,Button,postAd_btnBasicBundle,basic bundle urgent,xpath,"//div[@data-bundle-name='bundle-Basic']//button"
All,All,Button,postAd_btnBasicBundle3.0,basic bundle urgent,xpath,"//div[contains(@class,'bundle-Basic')]//button"
All,portrait,Label,postAd_lbleditUploadImage,label of edit upload image,xpath,"//div[@class='photo-container-mobile']//div[contains(@class,'no-photo')]//div[@class='icon-camera-v2']"
All,landscape,Label,postAd_lbleditUploadImage,label of edit upload image,xpath,"//div[@class='no-photo cover-photo-small']"
za,All,Button,postAd_BackArrow3.0,back button,xpath,"//span[@class='icon-back-other']"
mx_vns,landscape,Button,postAd_BackArrow3.0,back button,xpath,"//span[@class='icon-back-other']"
mx_vns,portrait,Button,postAd_BackArrow3.0,back button,xpath,"//a[@class='mobile-only icon-arrow-icon-left']"
All,All,TextField,postAd_txfWrapper3.0,modal wrapper,xpath,"//div[@class='error-info-overlay']//div[@class='modal-wrapper']"
All,All,Button,postAd_btnWrapperCloseText3.0,text button to close wrapper,xpath,"//div[@class='modal-wrapper']//span[@class='close-text']"
mx_vns,All,Button,postAd_btnWrapperCloseIcon3.0,button icon to close wrapper,xpath,"//div[@class='modal-wrapper']//span[@class='icon-close-small']"
za,All,Button,postAd_btnWrapperCloseIcon3.0,button icon to close wrapper,xpath,"//div[@class='post-ad-category']//span[@class='icon-close-small']"
All,landscape,Button,postAd_btnModalCloseText3.0,text button to close modal,xpath,"//div[@class='post-overlay modal desktop-only']//span[@class='close-text']"
All,portrait,Button,postAd_btnModalCloseText3.0,text button to close modal,xpath,"//div[@class='modal post-overlay']//span[@class='close-text']"
All,All,TextField,postAd_txfWrapperH13.0,h1 in modal wrapper,xpath,"//div[@class='modal-wrapper']//h1"
All,All,TextField,postAd_txfWrapperErrorInfo3.0,error info on modal wrapper,xpath,"//div[@class='modal-wrapper']//div[@class='error-content-info']"
All,All,Button,postAd_btnWrapperClose3.0,button to close wrapper,xpath,"//div[@class='modal-wrapper']//div[@class='btn-wrapper']"
All,All,Label,postAd_lblDate3.0,the date label on post ad page,xpath,"//div[@class='post-ad-availability-start-date']//div[@class='label']"
All,All,Label,postAd_lblDateError3.0,the date error label on post ad page,xpath,"//div[@class='post-ad-availability-start-date error']//div[@class='availability-start-date-label']//div[@class='label']"
All,All,Label,postAd_lblDataOptional3.0,the date status label on post ad page,xpath,"//div[@class='post-ad-availability-start-date']//div[@class='optional']"
All,All,Label,postAd_lblDataValidTrue3.0,the date status label on post ad page,xpath,"//div[@class='post-ad-availability-start-date']//span[@class='icon-valid-true']"
All,All,Label,postAd_lblDataVaildFalse3.0,the date status label on post ad page,xpath,"//div[@class='post-ad-availability-start-date error']"
All,All,TextField,postAd_txfDate3.0,the date input textfield,xpath,"//div[@class='post-ad-availability-start-date']//input[contains(@class,'ws-date')]"
All,All,TextField,postAd_txfDateError3.0,the date input textfield,xpath,"//div[@class='post-ad-availability-start-date error']//input[contains(@class,'ws-date')]"
All,All,Button,postAd_btnCalendar3.0,the button of calendar,xpath,"//button[@class='ws-popover-opener']"
All,All,Button,postAd_btnCalendarToday3.0,the button of calendar today,xpath,"//button[@class='ws-current']"
All,All,Button,postAd_btnCalendarClear3.0,the button of calendar clear,xpath,"//button[@class='ws-empty']"
All,All,Label,postAd_pnlPopUp3.0,the pop up when post ad without login,xpath,"//div[@class='login-title']"
All,All,Button,postAd_btnDescOL3.0,the button of ol description,xpath,"//button[contains(@class,'ui-btn-ol')]"
All,All,Button,postAd_btnDescUL3.0,the button of ul description,xpath,"//button[contains(@class,'ui-btn-ul')]"
All,All,Label,postAd_pnlBundlePrice3.0,the bundle price,xpath,"//div[contains(@class,'bundle swiper-slide bundle-build-own')]//span[@class='bundle-price']"
mx_vns,All,Label,postAd_lblCategorySuggestion3.0,the category suggestion,xpath,"//div[@class='category-suggestion']"
za,All,Label,postAd_lblCategorySuggestion3.0,the category suggestion,xpath,"//div[@class='suggestion']"
za,All,TextField,postAd_txfDefaultCategoryWordsWithSuggestion,select category words when category suggestion shows,xpath,"//div[@class='category-selection']//select/option[1]"
All,All,TextField,postAd_txfEmpleo3.0,the Empleo,xpath,"//div[contains(text(),'Empleo')]/../..//select"
All,All,Label,postAd_lblDraftNotify3.0,the draft notify,xpath,"//div[@class='draft-notify']"
All,All,Label,postAd_lblDraftNotifyContent3.0,the draft notify content,xpath,"//div[@class='draft-notify']//div[@class='notify-content']"
All,All,Label,postAd_lblDeleteDraft3.0,the delete draft notify,xpath,"//div[@class='draft-notify']//a"
mx_vns,All,Label,postAd_lblDescription3.0,the top left label in post page,xpath,"//div[@class='label' and contains(text(),'Descripción')]"
All,All,Label,postAd_lblErrorContent,the error content,xpath,"//div[@class='error-content']"
All,All,Label,postAd_lblErrorMsgBeforeArrow,the error message before arrow,xpath,"//div[@class='error-before']/i"
All,All,TextField,postAd_txfErrorMsgNext,the error message next text,xpath,"//div[@class='error-next']/span"
All,All,Label,postAd_lblErrorMsgNextArrow,the error message next arrow,xpath,"//div[@class='error-next']/i"
All,All,Label,postAd_lblErrorMsgTitle,the error message title,xpath,"//a[@class='error-item currect-error' and contains(text(),'Título del anuncio')]"
All,All,Label,postAd_lblErrorMsgCategory,the error message category,xpath,"//a[@class='error-item' and contains(text(),'Categoría')]"
All,All,Label,postAd_lblErrorMsgDescription,the error message description,xpath,"//a[@class='error-item' and contains(text(),'Descripción')]"
All,All,Label,postAd_lblErrorMsgImage,the error message image,xpath,"//a[@class='error-item' and contains(text(),'Agregar foto')]"
All,All,Label,postAd_lblErrorMsgLocation,the error message location,xpath,"//a[@class='error-item' and contains(text(),'Ubicación actual')]"
All,landscape,Label,postAd_lblErrorMsgCarMake,the error message car make,xpath,"//a[@class='error-item' and contains(text(),'Marca')]"
All,landscape,Label,postAd_lblErrorMsgCarModal,the error message car modal,xpath,"//a[@class='error-item' and contains(text(),'Modelo')]"
All,landscape,Label,postAd_lblErrorMsgCarKms,the error message car kilometers,xpath,"//a[@class='error-item' and contains(text(),'Kilometraje')]"
All,landscape,Label,postAd_lblErrorMsgCarYear,the error message car year,xpath,"//a[@class='error-item' and contains(text(),'Año')]"
All,All,Label,postAd_lblCurrentErrorMsg,the current error message,xpath,"//a[@class='error-item currect-error']"
All,landscape,Label,postAd_lblErrorMsgBedroom,the error message bedroom,xpath,"//a[@class='error-item' and contains(text(),'Recámara')]"
All,landscape,Label,postAd_lblErrorMsgBathroom,the error message bathroom,xpath,"//a[@class='error-item' and contains(text(),'Baños')]"
All,landscape,Label,postAd_lblErrorMsgHouseType,the error message car house type,xpath,"//a[@class='error-item' and contains(text(),'Tipo')]"
mx_vns,All,Button,postAd_btnChangeCatAlert3.0,the change alert pop up,xpath,"//div[@class='modal-wrapper']"
za,All,Button,postAd_btnChangeCatAlert3.0,the change alert pop up,xpath,"//div[@class='post-ad-category']//div[@class='modal-wrapper']"
All,All,Label,postAd_lblChangeCatAlertContent3.0,the content on the change alert pop up,xpath,"//div[@class='error-content-info']"
mx_vns,All,Button,postAd_btnChangeCatAlertConfirm3.0,the button on the change alert pop up,xpath,"//div[@class='btn-wrapper']"
za,All,Button,postAd_btnChangeCatAlertConfirm3.0,the button on the change alert pop up,xpath,"//div[@class='error-info-overlay']//div[@class='close-footer']/div"
All,All,Button,postAd_btnChangeCatAlertClose3.0,the close button on the change alert pop up,xpath,"//div[@class='modal-wrapper']//span[@class='close-text']"
All,All,Label,postAd_lblType3.0,the type brand label,xpath,"//div[contains(text(),'Tipo')]"
All,All,Label,postAd_lblProduct3.0,the product label,xpath,"//div[contains(text(),'Producto')]"
za,All,TextField,postAd_txfCar,the post car textfield in post3.0 page,xpath,"//div[@class='category-text' and contains(text(),'Automotive Vehicles')]"
za,All,TextField,postAd_txfHouse,the post house textfield in post3.0 page,xpath,"//div[@class='category-text' and contains(text(),'Property')]"
za,All,TextField,postAd_txfServices,the post services textfield in post3.0 page,xpath,"//div[@class='category-text' and contains(text(),'Services')]"
za,All,TextField,postAd_txfSomethingElse,the post something else textfield in post3.0 page,xpath,"//div[@class='category-text' and contains(text(),'All Other Categories')]"
za,All,Label,postAd_lblL1Location,the L1 location label,xpath,"//select[contains(@class,'location-select-l1')]"
za,All,Label,postAd_lblL2Location,the L2 location label,xpath,"//select[contains(@class,'location-select-l2')]"
za,All,Label,postAd_lblL3Location,the L3 location label,xpath,"//select[contains(@class,'location-select-l3')]"
za,All,Label,postAd_lblL1LocationEasternCape,Eastern Cape of L1 location,xpath,"//select[contains(@class,'location-select-l1')]//option[@class='location-suggestion-option' and contains(text(),'Eastern Cape')]"
za,All,Label,postAd_lblL2LocationSuggest, Alice of L1 location,xpath,"//select[contains(@class,'location-select-l2')]//option[@class='location-suggestion-option'][1]"
za,All,Label,postAd_lblL1LocationWesternCape, Western Cape of L1 location,xpath,"//select[contains(@class,'location-select-l1')]//option[@class='location-option' and contains(text(),'Western Cape')]"
za,All,Label,postAd_lblL2LocationWestCoast, West Coast of L1 location,xpath,"//select[contains(@class,'location-select-l2')]//option[@class='location-option' and contains(text(),'West Coast')]"
za,All,TextField,postAd_txfFurnished3.0,the house furnished brand,xpath,"//div[contains(text(),'Furnished')]/../..//select"
za,All,TextField,postAd_txfSmoking3.0,the house smoking brand,xpath,"//div[contains(text(),'Smoking')]/../..//select"
za,All,TextField,postAd_txfPet3.0,the house pet brand,xpath,"//div[contains(text(),'Pet')]/../..//select"
All,All,Label,postAd_lblPostadCategory,postad category type label,xpath,"//div[@class='postad-category-type']"
za,All,CheckBox,postAd_chbUrgentFeature,checkbox urgent feature on post ad page,xpath,"//div[contains(@class,'urgent')]//div[contains(@class,'feature-checkbox')]"
za,All,CheckBox,postAd_chbWebsiteurlFeature,checkbox websiteurl feature on post ad page,xpath,"//div[contains(@class,'websiteurl')]//div[contains(@class,'feature-checkbox')]"
za,All,TextField,postAd_txfWebsiteurlFeatureInput,websiteurl feature input on post ad page,xpath,"//div[contains(@class,'websiteurl')]//input"
za,All,CheckBox,postAd_chbHpGallery31Feature,checkbox hpGallery 31 days feature on post ad page,xpath,"//div[contains(@class,'hpGallery')]//li[2]//div[contains(@class,'feature-checkbox')]"
za,All,CheckBox,postAd_chbSrpGallery31Feature,checkbox srpGallery 31 days feature on post ad page,xpath,"//div[contains(@class,'srpGallery')]//li[3]//div[contains(@class,'feature-checkbox')]"
za,All,CheckBox,postAd_chbTopAd31Feature,checkbox topAd 31 days feature on post ad page,xpath,"//div[contains(@class,'topAd')]//li[3]//div[contains(@class,'feature-checkbox')]"
za,All,CheckBox,postAd_chbBumpUpFeature,checkbox bumpUp feature on post ad page,xpath,"//div[contains(@class,'bumpUp')]//div[contains(@class,'feature-checkbox')]"
za,All,CheckBox,postAd_chbHighlightFeature,checkbox highlight feature on post ad page,xpath,"//div[contains(@class,'highlight')]//div[contains(@class,'feature-checkbox')]"
za,All,CheckBox,postAd_chbSelectAllFeature,select all feature checkbox,xpath,"//div[@class='select-all-checkbox']"
za,All,Label,postAd_lblTotalFeatureFee,total selected feature fee,xpath,"//div[@class='select-all-text']/span"
za,landscape,Link,postAd_lnkUrgentExample,the urgent see example link,xpath,"//div[contains(@class,'urgent')]//span[@class='example-link' or @class='mobile-example-link']"
za,portrait,Link,postAd_lnkUrgentExample,the urgent see example link,xpath,"//div[contains(@class,'urgent')]//div[@class='mobile-example-link']"
za,All,Label,postAd_lblUrgentContent,the urgent content label,xpath,"//div[@class='feature-content urgent']"
za,All,Label,postAd_lblUrgentContentCloseIcon,the urgent content close icon,xpath,"//div[@class='feature-content urgent']//span[@class='close-icon']"
All,All,TextField,postAd_txfSaveDraftIcon,the save draft icon on post ad page,xpath,"//div[@class='save-draft' and contains(@style,'none')]/div"
za,All,Button,postAd_btnAvaliableFrom,the avaliable from date button,xpath,"//div[contains(text(),'From')]/../..//span[contains(@class,'input-buttons')]"
za,All,Button,postAd_btnAvaliableFromToday,the avaliable from today date button,xpath,"//div[contains(text(),'From')]/../..//button[contains(@class,'ws-current')]"
za,All,TextField,postAd_txfAvaliableFrom,the avaliable from date input,xpath,"//div[contains(text(),'From')]/../..//input[contains(@class,'ws-date')]"
za,All,Label,postAd_lblAvaliableFromValidFalse,the avaliable from status label,xpath,"//div[contains(text(),'From')]/../..//span[@class='icon-valid-false']"
za,All,Label,postAd_lblAvaliableFromValidTrue,the avaliable from status label,xpath,"//div[contains(text(),'From')]/../..//span[@class='icon-valid-true']"
za,All,Button,postAd_btnAvaliableTo,the avaliable to date button,xpath,"//div[contains(text(),'To')]/../..//span[contains(@class,'input-buttons')]"
za,All,Button,postAd_btnAvaliableToToday,the avaliable to today date button,xpath,"//div[contains(text(),'To')]/../..//button[contains(@class,'ws-current')]"
za,All,TextField,postAd_txfAvaliableTo,the avaliable to date input,xpath,"//div[contains(text(),'To')]/../..//input[contains(@class,'ws-date')]"
za,All,Label,postAd_lblAvaliableToValidFalse,the avaliable to status label,xpath,"//div[contains(text(),'To')]/../..//span[@class='icon-valid-false']"
za,All,Label,postAd_lblAvaliableToValidTrue,the avaliable to status label,xpath,"//div[contains(text(),'To')]/../..//span[@class='icon-valid-true']"
All,All,Label,postAd_lblBirthday3.0,the birthday brand label,xpath,"//div[contains(text(),'Birth')]"
All,All,TextField,postAd_txfBirthday3.0,the birthday brand,xpath,"//div[contains(text(),'Birth')]/../..//input"
All,All,Label,postAd_lblBirthdayRequired3.0,the birthday brand status,xpath,"//div[contains(text(),'Birth')]/../div[@class='status']/span[@class='required']"
All,All,Label,postAd_lblBirthdayValidFalse3.0,the birthday brand status,xpath,"//div[contains(text(),'Birth')]/../div[@class='status']/span[@class='icon-valid-false']"
All,All,Label,postAd_lblBirthdayValidTrue3.0,the birthday brand status,xpath,"//div[contains(text(),'Birth')]/../div[@class='status']/span[@class='icon-valid-true']"
All,All,Label,postAd_lblMullocationZA,multiple location feature part,xpath,"//div[@class='postad-feature postad-multi-loc-feature']"
All,All,Link,postAd_lnkMulSeeExample,multiple location feature see example,xpath,"//div[@class='postad-feature postad-multi-loc-feature']//span[@class='example-link']"
All,All,Button,postAd_btnMullocL1,multiple location feature l1 button,xpath,"//div[@class='postad-feature postad-multi-loc-feature']//ul[@class='feature-options']/li[1]/div[@class='feature-checkbox']"
All,All,Button,postAd_btnMullocL2,multiple location feature l2 button,xpath,"//div[@class='postad-feature postad-multi-loc-feature']//ul[@class='feature-options']/li[2]/div[@class='feature-checkbox']"
za,All,TextField,postAd_txfMull1name,the province of multiple location l1,xpath,"//div[@class='postad-feature postad-multi-loc-feature']//ul[@class='feature-options']/li[1]/div[@class='feature-option-info']/div[@class='location']"
za,All,TextField,postAd_txfMull2name,the city of multiple location l2,xpath,"//div[@class='postad-feature postad-multi-loc-feature']//ul[@class='feature-options']/li[2]/div[@class='feature-option-info']/div[@class='location']"
za,All,TextField,postAd_txfMull1QuestionMark,the province of multiple location l1,xpath,"//div[@class='postad-feature postad-multi-loc-feature']//ul[@class='feature-options']/li[1]/div[@class='feature-option-info']/div[@class='location']/span[@class='question-mark']"
za,All,TextField,postAd_txfMull2QuestionMark,the province of multiple location l2,xpath,"//div[@class='postad-feature postad-multi-loc-feature']//ul[@class='feature-options']/li[2]/div[@class='feature-option-info']/div[@class='location']/span[@class='question-mark']"
za,All,TextField,postAd_txfMulWarning,select multiple location feature warning,xpath,"//div[@class='select-warning']"
za,All,TextField,postAd_txfMulhint,select multiple location feature warning,xpath,"//div[@class='multi-location-hint']"
za,All,TextField,postAd_txfMulhintChange,select multiple location feature change above bottom feature part,xpath,"//div[@class='multi-location-hint']/span"
za,All,TextField,postAd_txfMull1Popup,the header text on the mull1 popUp,xpath,"//div[@class='multi-loc-feature-overlay']//div[@class='feature-name']/span[1]"
za,All,TextField,postAd_txfMull1PopupClose,the close icon on the mull1 popUp,xpath,"//div[@class='multi-loc-feature-overlay']//div[@class='feature-name']/span[2]"
za,All,Button,postAd_btnMull1PopupCancle,the cancel button on the mull1 popUp,xpath,"//div[@class='multi-loc-feature-overlay']//div[@class='close-footer']//span[@class='sudolink']"
za,All,TextField,postAd_txfMull1PopupContent,the location content on the mull1 popUp,xpath,"//div[@class='multi-loc-feature-overlay']//ul[@class='location']"
za,All,TextField,postAd_txfMulExampleContent,the location content when user click see example,xpath,"//div[@class='postad-feature-overlay show']//div[@class='feature-name']/span[1]"
za,All,Button,postAd_btnMulExampleClose,the close icon in see example popUp,xpath,"//div[@class='postad-feature-overlay show']//div[@class='feature-name']/span[2]"
za,All,Button,postAd_btnMullocL1Selected,multiple location feature l1 button,xpath,"//div[@class='postad-feature postad-multi-loc-feature selected']//ul[@class='feature-options']/li[1]/div[@class='feature-checkbox selected']"
za,All,Label,postAd_lblMullocationZASel,multiple location feature part,xpath,"//div[@class='postad-feature postad-multi-loc-feature selected']"
All,All,TextField,postAd_txflocationMapTips,the post page location map tips,xpath,"//div[contains(@class,'post-ad-map-v2')]//div[@class='postad-tip slideInLeft']//div[@class='postad-tip-content']"
All,All,TextField,postAd_locationMapSelectedTextss,the post page location map ghost text,xpath,"//div[@class='post-ad-map-autocomplete']//input[@value]"
All,All,Button,postAd_btnCleanLocationInput,Clean location input icon button,xpath,"//span[contains(@class,'icon-close-small-bold')]"
All,All,TextField,postAd_txfInputMapAddress,the post page input location,xpath,"//input[@class='map-input with-list user-success']"
All,All,TextField,postAd_txfPostMmapAutocomplete,the post map address drop down 1st item,xpath,"//div[contains(@class,'autocomplete-list-container')]//div[2]"
All,All,Button,postAd_btnLocationConfirmMobile,location input confirm button from mobile,xpath,"//div[@class='wrapper-confirm-button']//button[@id='confirmLocationButton']"
